Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Shell_Cat
Russia,2982376.0,Offshore Transfer,2023-11-04 11:00:00,Person_9227,Construction,Brazil,False,Illegal,2,0,Bank_89,Panama,Less than 3
Switzerland,3566173.0,Stocks Transfer,2023-11-04 12:00:00,Person_9292,Casinos,India,False,Illegal,10,3,Bank_294,Luxembourg,3 or more
South Africa,4203692.0,Cryptocurrency,2023-11-04 13:00:00,Person_7984,Real Estate,UK,False,Legal,10,5,Bank_494,Switzerland,3 or more
Switzerland,544984.0,Property Purchase,2023-11-04 14:00:00,Person_8794,Oil & Gas,India,False,Illegal,4,8,Bank_117,Bahamas,3 or more
UAE,2715825.0,Cryptocurrency,2023-11-04 15:00:00,Person_8801,Casinos,China,False,Illegal,2,8,Bank_83,Singapore,3 or more
India,3372533.0,Offshore Transfer,2023-11-04 16:00:00,Person_9460,Casinos,USA,False,Legal,4,9,Bank_178,Cayman Islands,3 or more
Russia,3347052.0,Cash Withdrawal,2023-11-04 17:00:00,Person_5040,Finance,China,False,Illegal,3,4,Bank_144,Luxembourg,3 or more
Singapore,3307401.0,Property Purchase,2023-11-04 18:00:00,Person_4836,Arms Trade,Russia,False,Illegal,2,7,Bank_499,Luxembourg,3 or more
Russia,2142502.0,Cryptocurrency,2023-11-04 19:00:00,Person_8485,Real Estate,India,False,Legal,5,5,Bank_202,Switzerland,3 or more
UAE,3245537.0,Offshore Transfer,2023-11-04 20:00:00,Person_6762,Real Estate,UK,False,Illegal,5,6,Bank_494,Singapore,3 or more
UK,1057054.0,Cryptocurrency,2023-11-04 21:00:00,Person_2408,Oil & Gas,UAE,False,Legal,1,5,Bank_212,Singapore,3 or more
UAE,2834732.0,Property Purchase,2023-11-04 22:00:00,Person_2687,Real Estate,South Africa,True,Illegal,4,8,Bank_432,Singapore,3 or more
USA,4131359.0,Property Purchase,2023-11-04 23:00:00,Person_2784,Casinos,UK,True,Illegal,4,6,Bank_400,Cayman Islands,3 or more
Brazil,2663641.0,Offshore Transfer,2023-11-05 00:00:00,Person_2578,Luxury Goods,China,False,Illegal,4,8,Bank_298,Cayman Islands,3 or more
Singapore,2595052.0,Cash Withdrawal,2023-11-05 01:00:00,Person_3106,Real Estate,Singapore,True,Legal,1,1,Bank_426,Cayman Islands,Less than 3
USA,1812571.0,Cash Withdrawal,2023-11-05 02:00:00,Person_8299,Arms Trade,USA,False,Legal,1,8,Bank_370,Switzerland,3 or more
USA,1450085.0,Stocks Transfer,2023-11-05 03:00:00,Person_6472,Real Estate,Brazil,False,Illegal,9,3,Bank_273,Luxembourg,3 or more
China,684577.0,Offshore Transfer,2023-11-05 04:00:00,Person_3216,Construction,China,False,Legal,1,0,Bank_65,Singapore,Less than 3
UK,3462047.0,Cryptocurrency,2023-11-05 05:00:00,Person_6988,Oil & Gas,Brazil,True,Illegal,9,9,Bank_438,Luxembourg,3 or more
Singapore,2320356.0,Property Purchase,2023-11-05 06:00:00,Person_7483,Real Estate,India,False,Illegal,4,0,Bank_422,Bahamas,Less than 3
Singapore,1395575.0,Cryptocurrency,2023-11-05 07:00:00,Person_1968,Finance,Brazil,False,Legal,8,0,Bank_31,Panama,Less than 3
UK,4839588.0,Cryptocurrency,2023-11-05 08:00:00,Person_7249,Construction,Switzerland,False,Illegal,6,8,Bank_279,Bahamas,3 or more
USA,4604843.0,Property Purchase,2023-11-05 09:00:00,Person_3929,Oil & Gas,China,False,Illegal,6,0,Bank_277,Luxembourg,Less than 3
Brazil,3884378.0,Cryptocurrency,2023-11-05 10:00:00,Person_9064,Casinos,Brazil,False,Illegal,6,0,Bank_366,Singapore,Less than 3
Russia,2182757.0,Property Purchase,2023-11-05 11:00:00,Person_1992,Construction,South Africa,False,Illegal,3,4,Bank_2,Bahamas,3 or more
China,2584842.0,Cryptocurrency,2023-11-05 12:00:00,Person_5272,Construction,UAE,False,Legal,10,6,Bank_119,Switzerland,3 or more
South Africa,838082.0,Offshore Transfer,2023-11-05 13:00:00,Person_3630,Casinos,USA,False,Illegal,8,2,Bank_476,Switzerland,Less than 3
Singapore,412684.0,Property Purchase,2023-11-05 14:00:00,Person_6638,Casinos,India,False,Legal,8,0,Bank_353,Switzerland,Less than 3
Brazil,4528532.0,Cryptocurrency,2023-11-05 15:00:00,Person_1346,Luxury Goods,South Africa,False,Legal,2,3,Bank_454,Cayman Islands,3 or more
South Africa,3386937.0,Stocks Transfer,2023-11-05 16:00:00,Person_7697,Luxury Goods,USA,False,Illegal,10,0,Bank_272,Cayman Islands,Less than 3
South Africa,2183956.0,Stocks Transfer,2023-11-05 17:00:00,Person_170,Finance,UK,False,Illegal,9,8,Bank_161,Luxembourg,3 or more
UK,1188977.0,Cryptocurrency,2023-11-05 18:00:00,Person_560,Luxury Goods,China,False,Illegal,5,4,Bank_322,Cayman Islands,3 or more
India,2928658.0,Property Purchase,2023-11-05 19:00:00,Person_2188,Arms Trade,Brazil,True,Illegal,4,4,Bank_368,Singapore,3 or more
UAE,2763082.0,Cash Withdrawal,2023-11-05 20:00:00,Person_4079,Arms Trade,India,False,Legal,1,9,Bank_419,Singapore,3 or more
UK,1022949.0,Property Purchase,2023-11-05 21:00:00,Person_1181,Construction,UAE,False,Legal,8,3,Bank_49,Bahamas,3 or more
Switzerland,2385648.0,Cryptocurrency,2023-11-05 22:00:00,Person_3357,Finance,USA,False,Illegal,7,6,Bank_250,Luxembourg,3 or more
India,4328325.0,Property Purchase,2023-11-05 23:00:00,Person_5818,Luxury Goods,India,False,Illegal,6,5,Bank_266,Bahamas,3 or more
Singapore,948998.0,Stocks Transfer,2023-11-06 00:00:00,Person_3200,Casinos,India,True,Illegal,8,9,Bank_431,Cayman Islands,3 or more
UAE,410084.0,Property Purchase,2023-11-06 01:00:00,Person_3970,Luxury Goods,Switzerland,False,Illegal,3,9,Bank_296,Cayman Islands,3 or more
UAE,416148.0,Stocks Transfer,2023-11-06 02:00:00,Person_8363,Luxury Goods,USA,False,Illegal,4,3,Bank_356,Luxembourg,3 or more
South Africa,3291988.0,Stocks Transfer,2023-11-06 03:00:00,Person_400,Finance,UAE,False,Legal,4,4,Bank_491,Bahamas,3 or more
China,773506.0,Cryptocurrency,2023-11-06 04:00:00,Person_6915,Arms Trade,Singapore,False,Legal,3,6,Bank_13,Cayman Islands,3 or more
South Africa,1888646.0,Property Purchase,2023-11-06 05:00:00,Person_2792,Casinos,UAE,False,Legal,7,1,Bank_345,Luxembourg,Less than 3
UK,1684153.0,Cryptocurrency,2023-11-06 06:00:00,Person_1242,Construction,UAE,False,Illegal,1,4,Bank_157,Luxembourg,3 or more
India,2791305.0,Cash Withdrawal,2023-11-06 07:00:00,Person_7777,Arms Trade,UK,False,Illegal,5,7,Bank_359,Luxembourg,3 or more
Singapore,2819462.0,Stocks Transfer,2023-11-06 08:00:00,Person_8495,Casinos,China,False,Legal,4,9,Bank_258,Cayman Islands,3 or more
Switzerland,1756224.0,Offshore Transfer,2023-11-06 09:00:00,Person_5879,Real Estate,Russia,False,Legal,6,5,Bank_118,Luxembourg,3 or more
Singapore,1812882.0,Cryptocurrency,2023-11-06 10:00:00,Person_2468,Construction,Switzerland,False,Illegal,10,6,Bank_109,Panama,3 or more
USA,1509513.0,Cash Withdrawal,2023-11-06 11:00:00,Person_956,Casinos,South Africa,False,Legal,4,4,Bank_156,Cayman Islands,3 or more
Singapore,979089.0,Offshore Transfer,2023-11-06 12:00:00,Person_2297,Construction,Brazil,False,Illegal,7,7,Bank_456,Singapore,3 or more
India,4878310.0,Cryptocurrency,2023-11-06 13:00:00,Person_8729,Finance,UAE,True,Illegal,2,9,Bank_14,Panama,3 or more
South Africa,1224527.0,Cryptocurrency,2023-11-06 14:00:00,Person_2097,Arms Trade,Singapore,False,Legal,6,0,Bank_472,Cayman Islands,Less than 3
USA,4911663.0,Cryptocurrency,2023-11-06 15:00:00,Person_2934,Casinos,Russia,False,Legal,5,6,Bank_428,Switzerland,3 or more
Singapore,3764891.0,Cash Withdrawal,2023-11-06 16:00:00,Person_8471,Construction,India,False,Legal,7,6,Bank_445,Singapore,3 or more
Singapore,2717039.0,Stocks Transfer,2023-11-06 17:00:00,Person_3382,Finance,Switzerland,True,Illegal,1,7,Bank_391,Singapore,3 or more
Singapore,3284262.0,Property Purchase,2023-11-06 18:00:00,Person_5354,Luxury Goods,China,True,Illegal,8,2,Bank_138,Luxembourg,Less than 3
Singapore,4493598.0,Stocks Transfer,2023-11-06 19:00:00,Person_1019,Casinos,Russia,True,Illegal,1,4,Bank_344,Cayman Islands,3 or more
Switzerland,147811.0,Cryptocurrency,2023-11-06 20:00:00,Person_803,Finance,Switzerland,False,Illegal,2,5,Bank_45,Bahamas,3 or more
Brazil,1980771.0,Property Purchase,2023-11-06 21:00:00,Person_4205,Arms Trade,Singapore,False,Illegal,6,1,Bank_322,Singapore,Less than 3
UAE,2977817.0,Stocks Transfer,2023-11-06 22:00:00,Person_8307,Oil & Gas,India,False,Illegal,1,8,Bank_14,Luxembourg,3 or more
China,3208750.0,Stocks Transfer,2023-11-06 23:00:00,Person_9325,Casinos,USA,True,Illegal,5,8,Bank_69,Luxembourg,3 or more
China,4060688.0,Offshore Transfer,2023-11-07 00:00:00,Person_4468,Construction,Russia,True,Illegal,1,8,Bank_497,Cayman Islands,3 or more
Brazil,2368506.0,Property Purchase,2023-11-07 01:00:00,Person_1178,Real Estate,Russia,False,Illegal,8,0,Bank_163,Switzerland,Less than 3
Brazil,4913366.0,Stocks Transfer,2023-11-07 02:00:00,Person_3242,Finance,Singapore,False,Illegal,8,3,Bank_241,Luxembourg,3 or more
India,1605080.0,Property Purchase,2023-11-07 03:00:00,Person_50,Luxury Goods,Russia,False,Legal,5,4,Bank_489,Cayman Islands,3 or more
India,776514.0,Stocks Transfer,2023-11-07 04:00:00,Person_5027,Oil & Gas,UK,True,Illegal,5,4,Bank_339,Switzerland,3 or more
Switzerland,2166031.0,Stocks Transfer,2023-11-07 05:00:00,Person_6390,Oil & Gas,China,True,Illegal,5,6,Bank_290,Panama,3 or more
China,354801.0,Stocks Transfer,2023-11-07 06:00:00,Person_28,Oil & Gas,UAE,False,Legal,1,8,Bank_45,Cayman Islands,3 or more
Russia,1892443.0,Cryptocurrency,2023-11-07 07:00:00,Person_1124,Casinos,USA,False,Illegal,1,0,Bank_196,Switzerland,Less than 3
UK,3820171.0,Cash Withdrawal,2023-11-07 08:00:00,Person_8620,Finance,Singapore,True,Illegal,6,3,Bank_486,Switzerland,3 or more
Singapore,2654277.0,Property Purchase,2023-11-07 09:00:00,Person_7829,Luxury Goods,Singapore,False,Illegal,4,0,Bank_376,Switzerland,Less than 3
USA,2008805.0,Property Purchase,2023-11-07 10:00:00,Person_1742,Oil & Gas,Brazil,False,Legal,4,3,Bank_381,Bahamas,3 or more
China,1408911.0,Offshore Transfer,2023-11-07 11:00:00,Person_8643,Arms Trade,China,False,Illegal,5,0,Bank_252,Panama,Less than 3
India,4781905.0,Stocks Transfer,2023-11-07 12:00:00,Person_7086,Finance,UK,False,Illegal,10,5,Bank_175,Switzerland,3 or more
Singapore,4495297.0,Cash Withdrawal,2023-11-07 13:00:00,Person_6300,Real Estate,Switzerland,False,Illegal,6,6,Bank_350,Panama,3 or more
Russia,2601161.0,Cryptocurrency,2023-11-07 14:00:00,Person_5256,Real Estate,Singapore,True,Legal,1,9,Bank_404,Singapore,3 or more
India,3464383.0,Property Purchase,2023-11-07 15:00:00,Person_5708,Finance,USA,True,Illegal,5,6,Bank_118,Luxembourg,3 or more
Singapore,1188099.0,Stocks Transfer,2023-11-07 16:00:00,Person_4839,Real Estate,India,False,Illegal,6,1,Bank_160,Bahamas,Less than 3
UAE,3111017.0,Cryptocurrency,2023-11-07 17:00:00,Person_1612,Arms Trade,Russia,True,Illegal,6,3,Bank_416,Bahamas,3 or more
Singapore,558253.0,Cash Withdrawal,2023-11-07 18:00:00,Person_1525,Construction,Russia,False,Legal,1,0,Bank_118,Bahamas,Less than 3
UAE,1144462.0,Cash Withdrawal,2023-11-07 19:00:00,Person_9782,Arms Trade,China,True,Illegal,4,3,Bank_87,Luxembourg,3 or more
Brazil,4218597.0,Cryptocurrency,2023-11-07 20:00:00,Person_6741,Oil & Gas,USA,False,Illegal,5,4,Bank_304,Panama,3 or more
Russia,2673708.0,Offshore Transfer,2023-11-07 21:00:00,Person_2556,Luxury Goods,Brazil,False,Legal,1,0,Bank_397,Panama,Less than 3
UAE,101818.0,Property Purchase,2023-11-07 22:00:00,Person_5619,Finance,Singapore,False,Legal,1,9,Bank_406,Luxembourg,3 or more
Russia,3621058.0,Property Purchase,2023-11-07 23:00:00,Person_539,Casinos,China,True,Illegal,1,9,Bank_358,Luxembourg,3 or more
Brazil,839400.0,Cryptocurrency,2023-11-08 00:00:00,Person_2669,Construction,South Africa,False,Illegal,9,4,Bank_317,Switzerland,3 or more
USA,3960492.0,Property Purchase,2023-11-08 01:00:00,Person_6761,Finance,Russia,False,Illegal,1,1,Bank_228,Bahamas,Less than 3
UAE,1674172.0,Offshore Transfer,2023-11-08 02:00:00,Person_8220,Luxury Goods,India,True,Illegal,6,2,Bank_191,Cayman Islands,Less than 3
USA,4849989.0,Offshore Transfer,2023-11-08 03:00:00,Person_1518,Luxury Goods,UK,False,Legal,3,4,Bank_220,Bahamas,3 or more
Switzerland,1833141.0,Property Purchase,2023-11-08 04:00:00,Person_5299,Construction,USA,False,Illegal,10,5,Bank_15,Cayman Islands,3 or more
Singapore,2796098.0,Cash Withdrawal,2023-11-08 05:00:00,Person_382,Oil & Gas,Singapore,False,Illegal,3,0,Bank_333,Singapore,Less than 3
China,4955478.0,Offshore Transfer,2023-11-08 06:00:00,Person_3137,Construction,Switzerland,True,Illegal,4,5,Bank_365,Bahamas,3 or more
UK,1765482.0,Property Purchase,2023-11-08 07:00:00,Person_4863,Real Estate,Russia,False,Illegal,10,4,Bank_487,Switzerland,3 or more
India,4053713.0,Offshore Transfer,2023-11-08 08:00:00,Person_9393,Casinos,Switzerland,False,Legal,7,2,Bank_233,Cayman Islands,Less than 3
Switzerland,1414109.0,Cash Withdrawal,2023-11-08 09:00:00,Person_3807,Luxury Goods,China,False,Illegal,8,3,Bank_220,Singapore,3 or more
USA,1453324.0,Stocks Transfer,2023-11-08 10:00:00,Person_2624,Casinos,UK,False,Legal,1,7,Bank_236,Cayman Islands,3 or more
China,3620664.0,Offshore Transfer,2023-11-08 11:00:00,Person_1375,Finance,China,False,Legal,9,4,Bank_488,Switzerland,3 or more
Singapore,4996989.0,Cryptocurrency,2023-11-08 12:00:00,Person_1280,Casinos,Brazil,False,Legal,6,6,Bank_295,Panama,3 or more
UAE,3248308.0,Cash Withdrawal,2023-11-08 13:00:00,Person_2941,Luxury Goods,USA,False,Illegal,8,8,Bank_172,Luxembourg,3 or more
Russia,1105848.0,Cryptocurrency,2023-11-08 14:00:00,Person_947,Luxury Goods,China,True,Illegal,7,4,Bank_138,Luxembourg,3 or more
UK,581986.0,Cash Withdrawal,2023-11-08 15:00:00,Person_6176,Luxury Goods,China,False,Illegal,1,7,Bank_382,Switzerland,3 or more
India,4825181.0,Property Purchase,2023-11-08 16:00:00,Person_6437,Casinos,UAE,False,Illegal,10,2,Bank_420,Bahamas,Less than 3
South Africa,396905.0,Offshore Transfer,2023-11-08 17:00:00,Person_2402,Arms Trade,Russia,False,Illegal,1,6,Bank_26,Bahamas,3 or more
China,1246718.0,Property Purchase,2023-11-08 18:00:00,Person_7948,Oil & Gas,Switzerland,False,Legal,4,7,Bank_139,Cayman Islands,3 or more
Switzerland,4425261.0,Property Purchase,2023-11-08 19:00:00,Person_4929,Finance,China,False,Legal,9,7,Bank_236,Luxembourg,3 or more
Brazil,4757192.0,Cryptocurrency,2023-11-08 20:00:00,Person_7914,Finance,South Africa,False,Illegal,2,3,Bank_434,Luxembourg,3 or more
India,873107.0,Stocks Transfer,2023-11-08 21:00:00,Person_6668,Arms Trade,UK,False,Illegal,5,4,Bank_1,Bahamas,3 or more
UAE,4144101.0,Cryptocurrency,2023-11-08 22:00:00,Person_2591,Real Estate,Switzerland,False,Illegal,3,7,Bank_159,Panama,3 or more
India,1870143.0,Cash Withdrawal,2023-11-08 23:00:00,Person_5579,Casinos,USA,True,Legal,5,8,Bank_292,Singapore,3 or more
USA,921595.0,Stocks Transfer,2023-11-09 00:00:00,Person_7877,Casinos,UK,False,Illegal,3,9,Bank_448,Bahamas,3 or more
Russia,683288.0,Property Purchase,2023-11-09 01:00:00,Person_6408,Construction,Brazil,False,Illegal,2,5,Bank_284,Switzerland,3 or more
UAE,3036528.0,Stocks Transfer,2023-11-09 02:00:00,Person_2148,Arms Trade,Switzerland,False,Illegal,7,7,Bank_238,Switzerland,3 or more
USA,4187787.0,Cash Withdrawal,2023-11-09 03:00:00,Person_9814,Casinos,China,False,Illegal,9,8,Bank_178,Cayman Islands,3 or more
China,4644873.0,Offshore Transfer,2023-11-09 04:00:00,Person_6626,Finance,China,True,Illegal,9,1,Bank_356,Singapore,Less than 3
USA,3639966.0,Offshore Transfer,2023-11-09 05:00:00,Person_263,Real Estate,UK,False,Illegal,3,0,Bank_490,Cayman Islands,Less than 3
India,4213284.0,Cryptocurrency,2023-11-09 06:00:00,Person_7250,Casinos,UK,False,Legal,8,5,Bank_443,Singapore,3 or more
UAE,2804935.0,Offshore Transfer,2023-11-09 07:00:00,Person_9096,Casinos,South Africa,True,Legal,8,6,Bank_438,Luxembourg,3 or more
UK,526523.0,Cash Withdrawal,2023-11-09 08:00:00,Person_6429,Oil & Gas,USA,False,Illegal,10,4,Bank_362,Cayman Islands,3 or more
USA,1181736.0,Property Purchase,2023-11-09 09:00:00,Person_2830,Luxury Goods,USA,False,Legal,8,4,Bank_343,Singapore,3 or more
Singapore,4080155.0,Cash Withdrawal,2023-11-09 10:00:00,Person_7739,Casinos,Singapore,True,Illegal,2,6,Bank_157,Panama,3 or more
UAE,4527491.0,Cash Withdrawal,2023-11-09 11:00:00,Person_5717,Luxury Goods,UK,False,Illegal,4,5,Bank_132,Luxembourg,3 or more
Russia,3991013.0,Property Purchase,2023-11-09 12:00:00,Person_4207,Arms Trade,China,False,Legal,10,4,Bank_160,Luxembourg,3 or more
Brazil,730111.0,Offshore Transfer,2023-11-09 13:00:00,Person_6125,Arms Trade,Singapore,False,Illegal,3,5,Bank_65,Luxembourg,3 or more
UAE,4974964.0,Cash Withdrawal,2023-11-09 14:00:00,Person_8261,Arms Trade,Singapore,True,Illegal,10,1,Bank_119,Bahamas,Less than 3
India,1078907.0,Cash Withdrawal,2023-11-09 15:00:00,Person_6860,Oil & Gas,Singapore,False,Legal,9,1,Bank_145,Panama,Less than 3
India,3906237.0,Cryptocurrency,2023-11-09 16:00:00,Person_719,Real Estate,Switzerland,True,Illegal,4,0,Bank_7,Bahamas,Less than 3
Brazil,1495179.0,Offshore Transfer,2023-11-09 17:00:00,Person_8912,Finance,South Africa,False,Illegal,2,4,Bank_223,Singapore,3 or more
China,2887605.0,Cryptocurrency,2023-11-09 18:00:00,Person_1794,Oil & Gas,Switzerland,False,Legal,4,3,Bank_378,Panama,3 or more
Brazil,3246422.0,Cash Withdrawal,2023-11-09 19:00:00,Person_2783,Casinos,South Africa,False,Illegal,1,8,Bank_306,Cayman Islands,3 or more
UK,3263069.0,Property Purchase,2023-11-09 20:00:00,Person_9270,Construction,UAE,True,Illegal,9,5,Bank_23,Panama,3 or more
Singapore,895995.0,Cryptocurrency,2023-11-09 21:00:00,Person_3770,Arms Trade,Switzerland,True,Legal,7,0,Bank_292,Luxembourg,Less than 3
UAE,2839141.0,Stocks Transfer,2023-11-09 22:00:00,Person_3631,Arms Trade,Singapore,False,Legal,9,5,Bank_190,Singapore,3 or more
Brazil,1812704.0,Property Purchase,2023-11-09 23:00:00,Person_7252,Oil & Gas,Brazil,False,Illegal,5,8,Bank_44,Cayman Islands,3 or more
China,2054899.0,Cash Withdrawal,2023-11-10 00:00:00,Person_8995,Finance,South Africa,False,Illegal,4,0,Bank_416,Switzerland,Less than 3
USA,3583964.0,Cash Withdrawal,2023-11-10 01:00:00,Person_2646,Real Estate,UAE,False,Illegal,9,0,Bank_413,Panama,Less than 3
Switzerland,4255608.0,Stocks Transfer,2023-11-10 02:00:00,Person_4498,Construction,Brazil,False,Illegal,1,5,Bank_181,Singapore,3 or more
India,1420067.0,Cryptocurrency,2023-11-10 03:00:00,Person_1077,Real Estate,UAE,False,Illegal,9,3,Bank_107,Singapore,3 or more
Switzerland,4431270.0,Offshore Transfer,2023-11-10 04:00:00,Person_4437,Oil & Gas,UK,True,Legal,4,3,Bank_273,Singapore,3 or more
UK,1593053.0,Stocks Transfer,2023-11-10 05:00:00,Person_1247,Finance,Switzerland,False,Illegal,5,0,Bank_34,Panama,Less than 3
India,1942422.0,Property Purchase,2023-11-10 06:00:00,Person_48,Construction,Singapore,False,Legal,8,3,Bank_321,Switzerland,3 or more
USA,4531541.0,Stocks Transfer,2023-11-10 07:00:00,Person_8574,Luxury Goods,China,False,Illegal,4,2,Bank_83,Bahamas,Less than 3
China,2773702.0,Stocks Transfer,2023-11-10 08:00:00,Person_4263,Construction,India,False,Illegal,7,5,Bank_455,Luxembourg,3 or more
Brazil,2908778.0,Property Purchase,2023-11-10 09:00:00,Person_9819,Finance,India,False,Legal,9,7,Bank_101,Switzerland,3 or more
South Africa,243160.0,Cryptocurrency,2023-11-10 10:00:00,Person_976,Luxury Goods,Switzerland,False,Illegal,4,0,Bank_493,Panama,Less than 3
UAE,19746.0,Cryptocurrency,2023-11-10 11:00:00,Person_882,Arms Trade,India,False,Illegal,3,0,Bank_24,Panama,Less than 3
USA,2310606.0,Stocks Transfer,2023-11-10 12:00:00,Person_330,Casinos,Switzerland,False,Illegal,4,5,Bank_461,Bahamas,3 or more
Switzerland,2282279.0,Stocks Transfer,2023-11-10 13:00:00,Person_8925,Arms Trade,Switzerland,False,Illegal,2,9,Bank_218,Panama,3 or more
Russia,668999.0,Cash Withdrawal,2023-11-10 14:00:00,Person_9008,Construction,UK,False,Legal,7,4,Bank_105,Bahamas,3 or more
South Africa,2317309.0,Property Purchase,2023-11-10 15:00:00,Person_9261,Luxury Goods,Brazil,True,Illegal,10,4,Bank_191,Switzerland,3 or more
Brazil,1110002.0,Cash Withdrawal,2023-11-10 16:00:00,Person_9359,Casinos,USA,False,Legal,4,6,Bank_96,Switzerland,3 or more
China,2295876.0,Cryptocurrency,2023-11-10 17:00:00,Person_3167,Real Estate,Singapore,False,Illegal,3,5,Bank_91,Panama,3 or more
UK,2829692.0,Offshore Transfer,2023-11-10 18:00:00,Person_572,Casinos,UAE,False,Illegal,8,9,Bank_223,Switzerland,3 or more
India,188305.0,Offshore Transfer,2023-11-10 19:00:00,Person_6744,Finance,Russia,False,Illegal,1,9,Bank_120,Bahamas,3 or more
Switzerland,4820809.0,Offshore Transfer,2023-11-10 20:00:00,Person_3291,Arms Trade,UK,False,Illegal,6,7,Bank_88,Luxembourg,3 or more
South Africa,1530338.0,Property Purchase,2023-11-10 21:00:00,Person_1307,Arms Trade,India,False,Illegal,7,2,Bank_178,Luxembourg,Less than 3
South Africa,2299459.0,Property Purchase,2023-11-10 22:00:00,Person_2331,Finance,UK,False,Illegal,10,1,Bank_171,Singapore,Less than 3
Brazil,3488225.0,Stocks Transfer,2023-11-10 23:00:00,Person_5588,Arms Trade,Singapore,False,Illegal,2,7,Bank_436,Bahamas,3 or more
UK,592198.0,Stocks Transfer,2023-11-11 00:00:00,Person_3093,Finance,Singapore,False,Illegal,9,1,Bank_335,Luxembourg,Less than 3
India,1583902.0,Cryptocurrency,2023-11-11 01:00:00,Person_734,Luxury Goods,South Africa,False,Illegal,6,1,Bank_4,Cayman Islands,Less than 3
Singapore,1873863.0,Stocks Transfer,2023-11-11 02:00:00,Person_8184,Oil & Gas,South Africa,False,Illegal,4,4,Bank_33,Panama,3 or more
India,1347436.0,Stocks Transfer,2023-11-11 03:00:00,Person_9743,Real Estate,Russia,False,Illegal,5,9,Bank_106,Luxembourg,3 or more
Russia,2089544.0,Cryptocurrency,2023-11-11 04:00:00,Person_8157,Casinos,Singapore,False,Legal,4,6,Bank_470,Singapore,3 or more
China,4347067.0,Offshore Transfer,2023-11-11 05:00:00,Person_8985,Oil & Gas,Singapore,False,Illegal,1,5,Bank_334,Switzerland,3 or more
USA,3819843.0,Stocks Transfer,2023-11-11 06:00:00,Person_4478,Luxury Goods,Singapore,False,Illegal,4,2,Bank_114,Switzerland,Less than 3
Switzerland,361641.0,Property Purchase,2023-11-11 07:00:00,Person_1610,Finance,India,False,Illegal,8,7,Bank_283,Bahamas,3 or more
USA,4186743.0,Stocks Transfer,2023-11-11 08:00:00,Person_7695,Oil & Gas,India,False,Illegal,2,5,Bank_202,Cayman Islands,3 or more
China,1912727.0,Offshore Transfer,2023-11-11 09:00:00,Person_9510,Construction,China,True,Illegal,1,7,Bank_384,Bahamas,3 or more
Brazil,1395046.0,Offshore Transfer,2023-11-11 10:00:00,Person_2050,Oil & Gas,India,False,Illegal,9,8,Bank_374,Bahamas,3 or more
South Africa,3509995.0,Cash Withdrawal,2023-11-11 11:00:00,Person_6071,Real Estate,Singapore,False,Illegal,1,7,Bank_26,Panama,3 or more
India,3346917.0,Stocks Transfer,2023-11-11 12:00:00,Person_2427,Construction,China,False,Illegal,8,4,Bank_151,Bahamas,3 or more
Brazil,1548569.0,Cryptocurrency,2023-11-11 13:00:00,Person_8412,Casinos,UK,False,Illegal,5,9,Bank_452,Panama,3 or more
Brazil,2043332.0,Offshore Transfer,2023-11-11 14:00:00,Person_4804,Construction,Switzerland,False,Illegal,7,3,Bank_142,Panama,3 or more
China,4706690.0,Cryptocurrency,2023-11-11 15:00:00,Person_3924,Arms Trade,Switzerland,False,Illegal,5,5,Bank_7,Switzerland,3 or more
Singapore,3750339.0,Stocks Transfer,2023-11-11 16:00:00,Person_4466,Luxury Goods,UK,False,Legal,1,7,Bank_37,Bahamas,3 or more
Russia,2646851.0,Cash Withdrawal,2023-11-11 17:00:00,Person_5012,Finance,Singapore,True,Illegal,6,8,Bank_240,Luxembourg,3 or more
Singapore,538133.0,Stocks Transfer,2023-11-11 18:00:00,Person_6403,Oil & Gas,Brazil,False,Illegal,1,0,Bank_248,Switzerland,Less than 3
China,168267.0,Stocks Transfer,2023-11-11 19:00:00,Person_1521,Real Estate,South Africa,False,Illegal,3,5,Bank_56,Switzerland,3 or more
USA,2217943.0,Stocks Transfer,2023-11-11 20:00:00,Person_9316,Casinos,UK,True,Legal,2,6,Bank_86,Luxembourg,3 or more
South Africa,4237374.0,Property Purchase,2023-11-11 21:00:00,Person_1758,Real Estate,UAE,False,Illegal,1,0,Bank_180,Singapore,Less than 3
Switzerland,4260209.0,Offshore Transfer,2023-11-11 22:00:00,Person_4093,Arms Trade,Switzerland,True,Legal,6,9,Bank_326,Luxembourg,3 or more
UK,2730319.0,Property Purchase,2023-11-11 23:00:00,Person_6557,Finance,South Africa,False,Illegal,10,6,Bank_306,Bahamas,3 or more
USA,3151078.0,Cash Withdrawal,2023-11-12 00:00:00,Person_9599,Arms Trade,Switzerland,False,Legal,7,5,Bank_329,Singapore,3 or more
Singapore,4711349.0,Cryptocurrency,2023-11-12 01:00:00,Person_1229,Oil & Gas,Switzerland,False,Legal,6,2,Bank_341,Switzerland,Less than 3
UK,2999326.0,Property Purchase,2023-11-12 02:00:00,Person_4569,Real Estate,Brazil,False,Illegal,6,7,Bank_41,Cayman Islands,3 or more
